Cas_Nesrece,PRVR_Vreme,PRSP_Promet,PRPV_Povrsje,stevilka_odseka,mesec,dan,dan_v_tednu
17.0,J,R,SU,533,4,18d,2
6.0,N,E,OS,3927,4,19d,3
14.0,J,N,SU,113,4,16d,0
23.0,J,N,SU,694,4,18d,2
14.0,O,R,SU,26,4,17d,1
13.0,O,N,SU,3,4,17d,1
19.0,J,R,SU,1004,4,14d,5
2.0,J,R,SU,26,4,18d,2
20.0,J,N,SU,66,4,3d,1
3.0,J,R,SU,5703,4,18d,2
14.0,O,R,SU,2,4,17d,1
5.0,J,N,SU,1224,4,13d,4
5.0,O,G,SU,10,4,10d,1
17.0,J,N,SU,8,4,18d,2
18.0,J,N,SU,397,4,14d,5
0.0,O,R,MO,50,4,13d,4
6.0,J,N,SU,2501,4,9d,0
7.0,O,G,MO,881,4,16d,0
16.0,J,R,SU,51,4,18d,2
9.0,O,N,MO,89,4,17d,1
20.0,J,N,SU,43,4,17d,1
10.0,J,N,SU,8,4,17d,1
0.0,O,N,SU,4,4,7d,5
6.0,O,N,MO,22,4,13d,4
15.0,J,G,SU,689,4,18d,2
14.0,J,R,SU,1269,4,10d,1
13.0,J,N,SU,38,4,18d,2
12.0,J,G,SU,366,4,16d,0
17.0,J,G,SU,258,4,18d,2
0.0,O,G,SN,189,2,18d,6
15.0,J,N,SU,241,4,18d,2
11.0,O,R,MO,3,3,31d,5
15.0,J,R,SU,95,4,14d,5
7.0,J,N,SU,11,4,18d,2
11.0,J,N,SU,95,4,11d,2
9.0,J,N,SU,668,4,18d,2
2.0,N,E,SU,313,4,17d,1
9.0,J,N,SU,11,4,18d,2
21.0,J,N,SU,347,4,18d,2
15.0,D,N,MO,3,4,16d,0
14.0,J,G,SU,32,4,18d,2
14.0,J,N,SU,357,4,18d,2
16.0,J,N,SU,1281,4,18d,2
11.0,J,R,SU,265,4,16d,0
13.0,J,N,SU,912,4,13d,4
11.0,J,N,SU,524,4,19d,3
9.0,J,N,SU,92,4,13d,4
5.0,J,N,SU,1423,4,19d,3
21.0,O,N,SU,72,4,19d,3
17.0,J,N,SU,278,4,19d,3
9.0,J,G,SU,6,4,19d,3
20.0,J,R,SU,6,4,19d,3
15.0,J,N,SU,48,4,17d,1
13.0,J,N,SU,14,4,18d,2
13.0,O,N,SU,906,4,17d,1
18.0,O,N,SU,647,4,13d,4
10.0,O,R,SU,48,4,17d,1
18.0,O,G,SU,52,4,16d,0
16.0,J,G,SU,14,4,18d,2
21.0,J,N,SU,211,4,18d,2
17.0,J,N,SU,655,4,18d,2
16.0,J,N,SU,330,4,19d,3
18.0,J,N,SU,5,4,19d,3
9.0,J,N,SU,70,4,19d,3
19.0,J,N,SU,7,4,17d,1
22.0,O,R,SU,283,4,17d,1
10.0,J,N,SU,44,4,19d,3
7.0,J,G,SU,85,4,19d,3
10.0,N,E,OS,133,4,18d,2
20.0,O,N,SU,636,4,17d,1
15.0,J,N,SU,100,4,16d,0
9.0,S,R,SN,167,2,23d,4
13.0,O,G,SU,66,4,16d,0
9.0,J,R,SU,210,4,18d,2
11.0,N,E,SU,57,4,16d,0
19.0,J,Z,SU,636,4,17d,1
19.0,J,G,SU,40,4,19d,3
13.0,J,R,SU,119,4,18d,2
13.0,J,N,SU,662,4,16d,0
6.0,J,G,SU,906,4,18d,2
11.0,J,N,SU,66,4,18d,2
7.0,J,N,SU,635,4,18d,2
18.0,J,N,SU,282,4,19d,3
16.0,O,N,SU,5,4,18d,2
12.0,J,N,SU,128,4,18d,2
19.0,J,N,SU,95,4,16d,0
5.0,J,E,SU,340,4,18d,2
15.0,J,G,SU,4,4,7d,5
7.0,J,N,SU,99,4,13d,4
11.0,J,N,SU,65,3,19d,0
12.0,J,G,SU,95,4,17d,1
17.0,J,N,SU,2,4,19d,3
12.0,D,G,MO,210,4,12d,3
13.0,J,N,SU,7,4,19d,3
10.0,J,N,SU,49,4,9d,0
13.0,J,N,SU,177,2,23d,4
14.0,O,N,SU,169,4,9d,0
11.0,J,N,SU,13,4,19d,3
6.0,O,N,MO,1242,4,17d,1
16.0,J,R,SU,1028,4,19d,3
5.0,J,R,SU,1208,4,18d,2
14.0,O,N,SU,177,4,17d,1
12.0,J,R,SU,673,4,18d,2
19.0,O,N,SU,11,4,6d,4
18.0,N,E,OS,35,4,21d,5
21.0,N,E,OS,211,4,21d,5
23.0,N,E,OS,6223,4,21d,5
11.0,N,E,OS,8,4,22d,6
13.0,N,E,OS,17,4,22d,6
14.0,J,N,SU,346,4,22d,6
21.0,N,E,OS,1417,4,22d,6
5.0,N,E,OS,622,4,23d,0
20.0,J,N,SU,705,4,21d,5
9.0,J,R,SU,29,4,21d,5
9.0,J,N,SU,588,4,21d,5
23.0,O,R,SU,1318,4,20d,4
7.0,J,N,SU,2,3,1d,3
12.0,J,N,SU,12,4,22d,6
3.0,J,R,SU,17,4,15d,6
12.0,J,N,SU,1265,4,20d,4
12.0,J,N,SU,66,4,19d,3
14.0,J,R,SU,1285,4,21d,5
20.0,J,R,SU,1186,4,21d,5
11.0,J,N,SU,11,4,17d,1
14.0,J,N,SU,1256,4,22d,6
12.0,J,G,SU,62,4,13d,4
16.0,J,N,SU,290,4,22d,6
18.0,O,N,SU,130,4,15d,6
6.0,N,N,OS,1204,4,7d,5
23.0,J,N,SU,387,4,20d,4
8.0,N,E,SU,111,3,9d,4
12.0,J,G,SU,66,4,19d,3
20.0,J,R,SU,1108,4,19d,3
7.0,J,N,SU,378,4,20d,4
22.0,J,N,SU,373,4,21d,5
15.0,J,G,SU,1008,4,21d,5
6.0,J,N,SU,775,4,21d,5
3.0,J,R,SU,256,4,22d,6
19.0,J,E,SU,15,4,22d,6
20.0,J,N,SU,281,4,21d,5
18.0,J,N,SU,35,4,21d,5
20.0,J,N,SU,1350,4,22d,6
6.0,J,N,SU,241,4,21d,5
14.0,N,E,OS,1117,4,20d,4
16.0,J,N,SU,1281,4,18d,2
5.0,J,R,SU,274,4,8d,6
12.0,J,G,SU,373,4,21d,5
20.0,J,N,SU,1426,4,22d,6
12.0,J,N,SU,1260,4,20d,4
18.0,J,N,SU,22,4,14d,5
14.0,J,N,SU,110,4,22d,6
18.0,J,N,SU,1227,4,20d,4
13.0,J,N,SU,694,4,13d,4
13.0,O,R,SU,10,4,17d,1
16.0,J,N,SU,1313,4,22d,6
8.0,J,N,SU,69,3,21d,2
11.0,J,N,SU,57,4,20d,4
23.0,D,N,MO,17,4,16d,0
19.0,J,R,SU,38,4,20d,4
17.0,J,N,SU,10,4,21d,5
16.0,J,N,SU,648,4,6d,4
8.0,J,N,SU,5,4,19d,3
18.0,J,N,SU,1181,4,20d,4
18.0,O,N,SU,25,4,16d,0
21.0,J,N,SU,95,4,19d,3
20.0,N,E,SU,7,4,14d,5
12.0,J,N,SU,263,4,20d,4
12.0,O,N,SU,393,4,12d,3
11.0,J,N,SU,1374,4,21d,5
15.0,O,R,SU,258,4,9d,0
18.0,J,N,SU,627,4,21d,5
18.0,J,N,SU,2,4,13d,4
7.0,J,N,SU,23,4,9d,0
5.0,J,N,SU,1159,4,9d,0
9.0,J,N,SU,152,4,20d,4
8.0,J,N,SU,11,4,19d,3
12.0,J,G,SU,95,4,22d,6
14.0,J,N,SU,1399,4,20d,4
16.0,V,N,SU,1298,4,4d,2
12.0,J,N,SU,7,4,21d,5
7.0,O,G,MO,1181,4,17d,1
12.0,J,R,SU,6,4,21d,5
4.0,J,R,SU,1314,4,22d,6
12.0,J,R,SU,110,4,14d,5
16.0,J,N,SU,290,4,20d,4
20.0,J,N,SU,18,4,21d,5
19.0,J,N,SU,101,4,19d,3
3.0,J,R,SU,1349,4,23d,0
10.0,J,N,SU,50,4,21d,5
18.0,J,R,SU,98,4,21d,5
9.0,J,N,SU,1359,4,21d,5
11.0,J,N,SU,1140,4,22d,6
7.0,J,N,SU,1390,4,19d,3
15.0,J,G,SU,50,4,13d,4
21.0,D,R,SP,28,4,9d,0
15.0,N,E,SU,7,4,7d,5
14.0,J,G,SU,14,4,20d,4
20.0,O,R,MO,28,4,15d,6
19.0,J,R,SU,32,4,21d,5
14.0,J,N,SU,212,4,22d,6
16.0,N,E,OS,86,4,23d,0
5.0,O,N,SU,1262,4,23d,0
8.0,J,N,SU,74,4,21d,5
14.0,J,N,SU,95,4,23d,0
15.0,J,Z,SU,37,4,23d,0
11.0,J,N,SU,459,4,22d,6
16.0,J,N,SU,28,4,17d,1
19.0,J,N,SU,1263,4,22d,6
16.0,J,N,SU,3,4,20d,4
9.0,J,N,SU,53,4,19d,3
16.0,J,E,SU,329,4,21d,5
12.0,O,N,SU,124,4,14d,5
11.0,J,N,SU,213,4,22d,6
20.0,J,N,SU,246,4,11d,2
11.0,J,N,SU,1392,4,23d,0
17.0,J,E,SU,45,4,23d,0
18.0,J,N,SU,1,4,22d,6
19.0,J,E,SU,4,4,19d,3
18.0,J,N,SU,226,4,19d,3
8.0,J,G,SU,9,4,23d,0
6.0,J,N,SU,1061,4,20d,4
6.0,J,N,SU,7,4,20d,4
14.0,J,E,SU,689,4,23d,0
15.0,J,N,SU,9,4,23d,0
19.0,J,N,SU,776,4,23d,0
19.0,O,Z,SU,29,4,23d,0
5.0,J,N,SU,42,4,20d,4
9.0,J,N,SU,7,4,23d,0
10.0,J,E,SU,1,4,23d,0
9.0,J,R,SU,42,4,20d,4
8.0,J,R,SU,20,4,16d,0
8.0,N,E,OS,36,4,24d,1
13.0,J,N,SU,108,4,23d,0
20.0,J,N,SU,104,4,17d,1
17.0,J,N,SU,1107,4,23d,0
10.0,J,N,SU,94,4,14d,5
16.0,J,N,SU,17,4,23d,0
21.0,N,E,SU,69,4,20d,4
16.0,J,N,SU,223,4,20d,4
13.0,J,N,SU,1136,4,21d,5
9.0,J,G,SU,111,4,20d,4
15.0,J,N,SU,156,4,20d,4
4.0,J,N,SU,210,4,23d,0
16.0,J,R,SU,11,4,3d,1
11.0,J,G,SU,529,4,20d,4
16.0,J,N,SU,1163,4,3d,1
11.0,J,R,SU,5,4,14d,5
10.0,J,N,SU,1400,4,11d,2
14.0,J,G,SU,534,4,23d,0
13.0,J,N,SU,24,4,19d,3
13.0,J,N,SU,2,4,18d,2
5.0,J,E,SU,1337,4,19d,3
14.0,J,N,SU,1439,4,20d,4
11.0,N,E,OS,95,4,24d,1
11.0,J,N,SU,1016,4,22d,6
9.0,J,E,SU,21,4,17d,1
18.0,J,N,SU,239,4,20d,4
19.0,J,N,SU,1432,4,22d,6
14.0,J,N,SU,1398,4,14d,5
18.0,J,N,SU,15,4,17d,1
22.0,J,R,SU,263,4,22d,6
12.0,J,R,SU,44,4,17d,1
14.0,N,E,OS,8,4,24d,1
8.0,O,N,SU,1,4,17d,1
14.0,N,E,OS,7,4,24d,1
18.0,J,R,SU,30,4,23d,0
17.0,J,N,SU,1003,4,23d,0
10.0,O,N,SU,30,4,24d,1
23.0,J,E,SU,6,4,14d,5
11.0,J,N,SU,335,4,20d,4
14.0,J,N,SU,61,2,23d,4
13.0,J,N,SU,652,4,20d,4
19.0,O,R,SU,1207,4,16d,0
13.0,J,N,SU,30,4,23d,0
15.0,J,N,SU,22,4,20d,4
10.0,J,N,SU,17,4,22d,6
19.0,J,N,SU,71,4,24d,1
7.0,J,N,SU,306,4,23d,0
18.0,J,E,SU,32,4,24d,1
7.0,J,N,SU,40,4,24d,1
11.0,J,R,SU,562,4,19d,3
10.0,D,R,MO,274,4,23d,0
10.0,J,N,SU,3,4,24d,1
6.0,J,G,SU,256,4,23d,0
17.0,J,R,SU,26,4,23d,0
16.0,J,N,SU,10,4,24d,1
9.0,N,E,OS,95,4,25d,2
11.0,J,N,SU,8,4,24d,1
23.0,J,N,SU,774,4,24d,1
20.0,J,N,SU,393,4,16d,0
11.0,J,N,SU,1126,4,19d,3
7.0,O,R,MO,128,4,16d,0
10.0,J,N,SU,1158,4,23d,0
21.0,J,N,SU,392,4,20d,4
9.0,O,G,MO,43,3,5d,0
12.0,J,N,SU,132,4,23d,0
18.0,J,N,SU,9,4,23d,0
16.0,J,N,SU,95,4,18d,2
14.0,J,G,SU,2,4,24d,1
18.0,J,N,SU,1298,4,13d,4
18.0,O,N,SU,399,4,24d,1
15.0,J,E,SU,34,4,23d,0
19.0,J,N,SU,3,4,20d,4
12.0,J,N,SU,1218,4,20d,4
12.0,J,N,SU,256,4,23d,0
16.0,J,N,SU,1181,4,21d,5
14.0,J,N,SU,3,4,23d,0
9.0,O,N,SU,488,4,24d,1
4.0,J,R,SU,1160,4,22d,6
19.0,D,R,MO,32,4,16d,0
13.0,J,N,SU,1254,4,24d,1
15.0,N,N,OS,95,3,19d,0
16.0,O,G,SU,55,4,4d,2
21.0,J,N,SU,263,4,20d,4
16.0,J,N,SU,26,4,18d,2
7.0,J,G,SU,25,4,24d,1
19.0,J,N,SU,21,4,23d,0
11.0,J,N,SU,264,4,23d,0
12.0,J,R,SU,4,4,23d,0
21.0,N,R,SU,263,4,23d,0
19.0,N,E,SU,28,4,19d,3
14.0,N,E,OS,20,4,25d,2
20.0,N,E,OS,1331,4,25d,2
21.0,N,E,OS,1288,4,25d,2
2.0,N,E,OS,653,4,26d,3
16.0,J,G,SU,43,4,25d,2
13.0,J,G,SU,95,3,26d,0
5.0,O,R,SU,21,4,15d,6
12.0,J,G,SU,18,4,25d,2
6.0,N,E,OS,1033,4,26d,3
23.0,J,E,SU,61,4,24d,1
10.0,J,R,SU,152,4,20d,4
13.0,J,R,SU,31,4,21d,5
7.0,N,E,OS,3105,4,26d,3
7.0,N,E,OS,21,4,26d,3
8.0,O,N,SU,15,4,24d,1
18.0,J,N,SU,49,4,24d,1
14.0,J,N,SU,623,4,24d,1
6.0,J,N,SU,8,4,25d,2
8.0,J,N,SU,2,4,19d,3
17.0,J,N,SU,1076,4,25d,2
9.0,J,G,SU,141,4,24d,1
2.0,J,R,SU,15,4,21d,5
15.0,J,G,SU,1218,4,25d,2
18.0,J,N,SU,24,4,12d,3
19.0,J,N,SU,47,4,25d,2
22.0,J,R,SU,322,4,25d,2
18.0,J,R,SU,46,4,25d,2
7.0,O,N,SU,149,4,24d,1
10.0,J,N,SU,44,4,25d,2
20.0,J,N,SU,16,4,25d,2
7.0,J,R,SU,83,4,18d,2
18.0,O,R,SU,304,4,25d,2
20.0,J,N,SU,182,4,19d,3
9.0,J,N,SU,91,4,20d,4
8.0,J,N,SU,524,4,25d,2
19.0,J,G,SU,99,4,25d,2
18.0,J,R,SU,352,4,20d,4
14.0,J,N,SU,1262,4,25d,2
11.0,J,N,SU,222,4,20d,4
14.0,J,R,SU,253,4,21d,5
12.0,J,G,SU,5,4,25d,2
16.0,J,G,SU,43,4,25d,2
4.0,J,N,SU,32,4,15d,6
14.0,J,G,SU,5,4,25d,2
7.0,J,E,SU,12,4,26d,3
14.0,J,N,SU,6838,4,23d,0
11.0,J,N,SU,694,4,23d,0
11.0,J,R,SU,350,4,18d,2
16.0,J,N,SU,49,4,18d,2
15.0,J,N,SU,10,4,18d,2
8.0,J,N,SU,13,4,18d,2
22.0,J,R,SU,50,4,22d,6
11.0,J,N,SU,4,4,24d,1
9.0,J,N,SU,689,4,22d,6
10.0,J,N,SU,20,4,21d,5
7.0,J,G,SU,485,4,25d,2
20.0,J,G,SU,36,4,23d,0
17.0,J,N,SU,627,4,25d,2
18.0,J,R,SU,318,4,22d,6
8.0,J,E,SU,5645,4,19d,3
15.0,J,N,SU,258,4,24d,1
15.0,J,Z,SU,36,4,23d,0
7.0,N,E,OS,1,4,18d,2
9.0,J,N,SU,258,4,24d,1
10.0,O,G,SU,637,4,23d,0
13.0,J,N,SU,22,4,13d,4
12.0,J,G,SU,36,4,23d,0
8.0,J,N,SU,22,4,16d,0
2.0,J,R,SU,676,4,21d,5
17.0,N,E,OS,689,4,26d,3
19.0,N,E,OS,20,4,26d,3
19.0,N,E,OS,5,4,26d,3
21.0,N,E,OS,279,4,26d,3
12.0,N,E,OS,17,4,27d,4
3.0,N,E,OS,5637,4,28d,5
19.0,D,N,MO,1218,4,26d,3
2.0,O,R,MO,1,4,27d,4
23.0,N,E,OS,644,4,28d,5
18.0,N,E,OS,1219,4,29d,6
12.0,J,N,SU,118,4,23d,0
18.0,J,N,SU,129,4,25d,2
15.0,N,E,OS,10,4,17d,1
22.0,J,N,SU,668,4,28d,5
16.0,J,N,SU,27,4,27d,4
13.0,J,R,SU,31,4,25d,2
18.0,J,N,SU,399,4,29d,6
23.0,O,N,MO,640,4,26d,3
22.0,J,R,SU,640,4,28d,5
10.0,J,R,SU,10,4,27d,4
12.0,J,N,SU,352,4,26d,3
4.0,J,R,SU,10,4,20d,4
4.0,J,R,SU,1306,4,29d,6
17.0,J,G,SU,11,4,26d,3
20.0,O,N,SU,1202,4,27d,4
15.0,O,N,SU,128,4,26d,3
14.0,J,G,SU,1511,4,26d,3
13.0,J,N,SU,11,4,20d,4
22.0,J,R,SU,7,4,27d,4
7.0,J,N,SU,1311,4,28d,5
12.0,J,N,SU,92,4,29d,6
20.0,J,N,SU,628,4,28d,5
9.0,N,E,OS,33,4,30d,0
4.0,O,R,MO,4,4,27d,4
8.0,J,G,SU,27,4,27d,4
18.0,J,N,SU,2,4,28d,5
14.0,J,N,SU,66,4,24d,1
11.0,O,R,SU,6,4,27d,4
11.0,J,G,SU,393,4,24d,1
13.0,J,N,SU,91,4,17d,1
21.0,J,G,SU,239,4,28d,5
21.0,J,N,SU,14,4,27d,4
20.0,J,N,SU,5736,4,26d,3
18.0,J,N,SU,1012,4,26d,3
21.0,J,N,SU,1486,4,26d,3
13.0,J,E,SU,18,4,20d,4
16.0,J,N,SU,1248,4,23d,0
19.0,J,N,SU,1281,4,27d,4
15.0,J,N,SU,346,4,26d,3
6.0,J,N,SU,1303,4,22d,6
21.0,J,R,SU,6251,4,27d,4
16.0,O,G,SU,10,4,26d,3
9.0,J,N,SU,7,4,28d,5
18.0,J,N,SU,774,4,27d,4
11.0,N,E,OS,1334,4,30d,0
11.0,J,N,SU,7207,4,28d,5
9.0,O,N,SU,3,4,27d,4
16.0,J,N,SU,1350,4,29d,6
8.0,J,N,SU,6,4,28d,5
11.0,J,N,SU,8,4,25d,2
14.0,J,N,SU,1276,4,24d,1
23.0,D,R,MO,203,4,26d,3
14.0,J,N,OS,1248,4,25d,2
11.0,J,N,SU,4104,4,28d,5
11.0,J,R,SU,4815,4,28d,5
13.0,J,N,SU,1214,4,25d,2
12.0,J,N,SU,341,4,27d,4
18.0,O,N,SU,23,4,27d,4
3.0,N,E,OS,1098,4,27d,4
14.0,J,R,SU,2,4,29d,6
18.0,O,N,MO,28,4,29d,6
19.0,J,N,SU,2506,4,26d,3
9.0,J,N,SU,1315,4,28d,5
21.0,D,N,MO,440,4,26d,3
14.0,J,N,SU,170,4,29d,6
1.0,O,N,SU,603,4,30d,0
14.0,N,E,OS,393,4,30d,0
18.0,O,N,SU,99,4,26d,3
17.0,O,N,MO,1298,4,26d,3
16.0,O,R,SP,1347,4,29d,6
17.0,O,N,MO,23,4,26d,3
17.0,J,N,SU,1346,4,27d,4
17.0,J,N,SU,26,4,30d,0
7.0,N,E,OS,1246,5,1d,1
1.0,J,R,SU,5,4,29d,6
14.0,J,R,SU,908,4,30d,0
15.0,O,R,SU,1002,4,29d,6
20.0,N,E,SU,3,4,27d,4
7.0,J,N,SU,288,4,29d,6
2.0,O,R,SU,245,5,1d,1
17.0,J,N,SU,1429,4,27d,4
11.0,J,G,SU,35,4,28d,5
20.0,D,R,MO,402,4,26d,3
12.0,J,N,SU,1078,4,30d,0
9.0,J,E,SU,6,4,30d,0
8.0,J,N,SU,184,4,29d,6
12.0,O,N,SU,1259,5,2d,2
17.0,J,R,SU,9,4,21d,5
11.0,J,N,SU,1095,5,2d,2
14.0,J,N,SU,556,4,26d,3
22.0,J,R,SU,617,5,1d,1
11.0,J,N,SU,140,4,26d,3
14.0,J,N,SU,1108,4,20d,4
7.0,N,E,OS,58,4,21d,5
5.0,D,N,MO,393,4,23d,0
13.0,O,N,SU,637,4,24d,1
5.0,J,N,SU,1034,4,30d,0
19.0,J,N,SU,516,4,29d,6
8.0,O,N,SU,203,5,1d,1
6.0,O,R,SU,13,4,30d,0
14.0,J,N,SU,368,4,24d,1
12.0,J,R,SU,1195,4,23d,0
18.0,J,N,SU,2,4,30d,0
12.0,N,E,SU,612,4,29d,6
14.0,J,N,SU,10,5,1d,1
10.0,J,R,SU,1417,4,27d,4
9.0,J,N,SU,92,4,12d,3
24.0,J,R,SU,174,4,28d,5
18.0,J,G,SU,56,4,26d,3
21.0,O,R,SU,17,4,28d,5
20.0,J,N,SU,48,4,25d,2
8.0,J,N,SU,452,4,26d,3
22.0,J,R,SU,1430,5,1d,1
14.0,J,N,SU,1132,4,29d,6
8.0,J,N,SU,16,4,25d,2
18.0,J,E,SU,13,4,30d,0
0.0,O,R,SU,306,4,27d,4
19.0,J,N,SU,638,5,2d,2
7.0,J,G,SU,1437,4,26d,3
19.0,J,N,SU,35,4,26d,3
16.0,J,G,SU,61,4,27d,4
18.0,J,R,SU,12,5,2d,2
9.0,J,N,SU,19,4,26d,3
18.0,J,G,SU,626,5,1d,1
18.0,J,N,SU,352,4,25d,2
0.0,J,R,SU,119,4,27d,4
11.0,O,N,SU,1029,5,1d,1
8.0,J,N,SU,101,4,6d,4
18.0,J,N,SU,61,4,28d,5
14.0,J,N,SU,343,4,25d,2
9.0,J,N,SU,16,4,30d,0
2.0,J,R,SU,1544,4,28d,5
11.0,J,N,SU,54,4,20d,4
2.0,O,N,SU,639,4,27d,4
10.0,J,R,SU,1132,5,1d,1
14.0,J,N,SU,222,4,25d,2
2.0,J,R,SU,1162,4,14d,5
15.0,J,N,SU,1291,5,2d,2
5.0,D,R,MO,1037,5,2d,2
10.0,J,N,SU,211,4,25d,2
8.0,O,N,SU,1291,5,2d,2
20.0,O,G,SU,27,5,2d,2
18.0,J,N,SU,1088,4,30d,0
18.0,J,N,SU,1190,5,2d,2
8.0,N,E,OS,19,4,29d,6
9.0,J,N,SU,128,4,25d,2
9.0,J,G,SU,91,4,25d,2
18.0,O,N,SU,1,5,2d,2
10.0,J,G,SU,55,4,29d,6
10.0,O,N,SU,1390,4,30d,0
17.0,J,N,SU,1407,4,29d,6
4.0,J,R,SU,262,4,25d,2
14.0,J,N,SU,22,4,13d,4
24.0,J,R,SU,174,4,28d,5
12.0,J,N,SU,12,5,2d,2
22.0,J,N,SU,22,4,27d,4
9.0,J,N,SU,1333,5,1d,1
20.0,J,N,SU,183,4,30d,0
9.0,J,N,SU,21,4,28d,5
7.0,J,R,SU,1313,5,2d,2
19.0,O,R,SU,1376,5,1d,1
2.0,J,R,SU,656,4,30d,0
16.0,J,G,SU,208,4,30d,0
21.0,D,N,MO,1404,5,2d,2
21.0,J,G,SU,28,4,13d,4
15.0,J,N,SU,5,4,24d,1
11.0,O,R,SU,3,4,24d,1
5.0,J,E,SU,1380,5,2d,2
15.0,J,N,SU,95,4,29d,6
21.0,O,G,SU,621,5,2d,2
23.0,N,E,OS,32,5,3d,3
5.0,J,N,SU,2704,4,25d,2
7.0,J,N,SU,5,4,25d,2
19.0,J,N,SU,5,4,24d,1
21.0,O,R,SU,62,4,26d,3
8.0,J,R,SU,75,5,2d,2
6.0,J,N,SU,242,4,30d,0
10.0,J,N,SU,210,4,25d,2
21.0,J,N,SU,18,5,3d,3
15.0,J,N,SU,7460,4,23d,0
14.0,O,N,SU,5831,5,3d,3
4.0,J,R,MO,36,4,27d,4
11.0,N,E,OS,13,3,24d,5
13.0,J,N,SU,2,4,30d,0
13.0,J,R,SU,2,4,28d,5
14.0,O,N,SU,42,4,26d,3
18.0,N,E,SU,1,4,29d,6
18.0,J,N,SU,57,4,28d,5
0.0,D,R,MO,30,5,4d,4
15.0,J,R,SU,1183,4,24d,1
21.0,O,R,SU,1034,5,3d,3
19.0,J,N,SU,1275,4,13d,4
18.0,J,E,SU,9,4,26d,3
14.0,J,N,SU,84,5,3d,3
13.0,J,G,SU,10,5,3d,3
9.0,J,G,SU,602,5,3d,3
11.0,J,N,SU,25,4,25d,2
16.0,J,R,SU,95,5,3d,3
11.0,J,N,SU,10,4,30d,0
14.0,J,N,SU,12,5,3d,3
5.0,J,N,SU,20,5,1d,1
0.0,J,N,SU,1347,5,3d,3
16.0,J,R,SU,100,4,23d,0
13.0,J,N,SU,1,4,28d,5
14.0,J,G,SU,1275,4,26d,3
14.0,J,G,SU,19,4,25d,2
9.0,O,G,SU,643,5,3d,3
8.0,J,R,SU,4,4,20d,4
0.0,N,E,SL,17,2,20d,1
18.0,J,N,SU,1487,5,1d,1
8.0,J,N,SU,320,4,30d,0
18.0,O,G,SU,245,5,3d,3
16.0,J,N,SU,20,4,24d,1
22.0,O,R,MO,31,4,26d,3
16.0,J,N,SU,5733,5,3d,3
22.0,J,N,SU,373,4,30d,0
10.0,N,E,OS,113,5,4d,4
8.0,J,N,SU,1473,5,3d,3
13.0,J,N,SU,16,4,27d,4
15.0,J,R,SU,11,4,23d,0
8.0,J,N,SU,1261,4,25d,2
17.0,J,G,SU,6,5,1d,1
6.0,J,R,SU,16,4,24d,1
21.0,J,R,SU,12,4,30d,0
18.0,J,N,SU,5,4,27d,4
11.0,O,G,SU,18,4,26d,3
16.0,J,R,SU,21,4,21d,5
10.0,O,G,SU,13,5,3d,3
5.0,J,N,SU,102,4,20d,4
8.0,O,N,SU,23,4,30d,0
10.0,O,N,SU,54,4,30d,0
16.0,J,E,SU,31,4,24d,1
20.0,J,N,SU,1431,5,3d,3
18.0,J,N,SU,78,4,30d,0
13.0,J,N,SU,28,4,26d,3
16.0,N,E,OS,53,5,4d,4
21.0,J,N,SU,213,5,3d,3
20.0,N,E,OS,12,5,4d,4
21.0,N,E,OS,25,5,4d,4
7.0,J,N,SU,1,5,3d,3
8.0,N,E,OS,55,4,25d,2
20.0,N,E,OS,1458,5,6d,6
8.0,N,E,SU,98,4,24d,1
9.0,J,G,SU,5,4,30d,0
16.0,J,N,SU,37,4,30d,0
15.0,J,N,SU,337,4,24d,1
22.0,N,E,SU,95,4,30d,0
19.0,J,N,SU,647,5,6d,6
3.0,O,R,MO,1240,5,4d,4
9.0,J,R,SU,574,5,4d,4
12.0,J,N,SU,393,5,1d,1
8.0,J,G,SU,91,4,30d,0
18.0,O,N,SU,7,5,3d,3
17.0,D,G,MO,48,4,26d,3
20.0,D,R,MO,67,5,2d,2
8.0,J,N,SU,36,4,24d,1
18.0,J,N,SU,84,4,24d,1
6.0,J,N,SU,66,5,3d,3
16.0,D,R,MO,473,5,4d,4
8.0,O,N,SU,3,4,16d,0
19.0,D,N,MO,666,4,26d,3
20.0,J,N,SU,493,4,18d,2
5.0,O,G,MO,241,5,3d,3
20.0,D,N,MO,246,4,26d,3
9.0,J,N,SU,177,4,24d,1
8.0,J,N,SU,39,5,4d,4
7.0,O,E,MO,12,5,5d,5
10.0,J,N,SU,88,4,28d,5
19.0,D,R,MO,5,5,3d,3
8.0,J,N,SU,23,5,5d,5
19.0,D,G,MO,210,5,3d,3
11.0,J,G,SU,91,4,28d,5
14.0,J,N,SU,1,5,3d,3
15.0,J,N,SU,1012,5,6d,6
17.0,N,N,SU,91,4,21d,5
9.0,J,N,SU,10,4,22d,6
2.0,J,R,SU,3,4,18d,2
13.0,N,E,OS,23,4,28d,5
15.0,J,N,SU,1085,4,24d,1
12.0,J,N,SU,35,5,6d,6
8.0,J,N,SU,37,4,19d,3
9.0,J,N,SU,4910,5,6d,6
19.0,N,E,OS,163,4,2d,0
13.0,J,N,SU,5,3,28d,2
23.0,J,N,SU,30,4,25d,2
12.0,J,G,SU,7,4,28d,5
5.0,J,R,SU,314,4,26d,3
15.0,J,G,SU,177,4,25d,2
23.0,J,R,SU,1,4,23d,0
